Date/Time,Homescreen; Z; PS1000-4; Chamber Temp #1(°C),Homescreen; Z; PS1000-4; Chamber Temp #2(°C),Homescreen; Z; PS1000-4; Control Temperature(°C),Homescreen; Z; PS1000-4; Chamber Humidity #1(%Rh),Homescreen; Z; PS1000-4; Chamber Humidity #2(%Rh),Homescreen; Z; PS1000-4; Control Humidity(%Rh),Homescreen; Z; PS1000-4; IO[A]; LED 1 Temperature(°C),Homescreen; Z; PS1000-4; IO[A]; LED 2 Temperature(°C),Homescreen; Z; PS1000-4; IO[A]; LED 3 Temperature(°C),Homescreen; Z; PS1000-4; Vapor Press Deficit(mb),Homescreen; Z; PS1000-4; Chamber PAR Level(µmol),Homescreen; Z; PS1000-4; IO[C]; Chamber CO2 Reading(ppm),Homescreen; Z; PS1000-4; IO[A]; LED RECIRC IN(°C),Homescreen; Z; PS1000-4; IO[B]; LED RECIRC OUT(°C),Homescreen; Z; PS1000-4; IO[C]; CO2 Flow Rate(mL/M),Homescreen; Z; PS1000-4; Time Above Threshold(0:00),Homescreen; Z; PS1000-4; Temperature Setpoint(°C),Homescreen; Z; PS1000-4; VPD Setpoint(mb),Homescreen; Z; PS1000-4; Current Program Number(N/A),Homescreen; Z; PS1000-4; CO2 Setpoint(ppm)
2023/07/12 12:09:00,26.87,26.57,26.87,75.20,76.70,75.20,26.16,30.22,26.77,8.76,29.0,403.0,22.98,22.59,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:10:00,26.84,26.61,26.84,68.00,70.20,68.00,26.13,30.23,26.77,11.29,29.0,406.0,22.98,22.62,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:11:00,26.38,26.24,26.38,68.60,69.90,68.60,26.03,30.16,26.69,10.80,28.0,406.0,23.00,22.65,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:12:00,26.01,25.91,26.01,74.20,75.50,74.20,26.03,30.11,26.66,8.67,28.0,405.0,23.03,22.69,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:13:00,25.64,25.60,25.64,67.70,69.50,67.70,25.94,30.02,26.58,10.63,28.0,407.0,23.11,22.53,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:14:00,25.25,25.21,25.25,68.60,69.40,68.60,25.67,29.91,26.70,10.07,28.0,407.0,23.85,18.21,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:15:00,25.42,25.33,25.42,74.00,74.90,74.00,25.30,29.79,27.28,8.44,29.0,404.0,24.90,14.02,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:16:00,25.90,25.72,25.90,71.60,72.90,71.60,24.09,29.65,27.62,9.47,29.0,404.0,25.69,12.51,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:17:00,26.31,26.05,26.31,68.80,70.20,68.80,22.12,29.49,27.79,10.67,29.0,404.0,26.54,11.36,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:18:00,26.62,26.32,26.62,69.50,71.00,69.50,20.21,29.23,27.87,10.62,29.0,404.0,27.31,10.50,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:19:00,26.68,26.40,26.68,71.80,73.50,71.80,19.17,28.72,27.81,9.85,29.0,403.0,27.81,9.93,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:20:00,26.53,26.28,26.53,74.50,76.10,74.50,18.48,27.96,27.49,8.84,29.0,401.0,28.00,9.60,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:21:00,26.31,26.09,26.31,76.70,78.20,76.70,18.22,27.08,27.01,7.96,29.0,401.0,27.95,9.45,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:22:00,26.07,25.87,26.07,77.10,78.50,77.10,18.11,26.18,26.46,7.74,29.0,401.0,27.68,9.36,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:23:00,25.82,25.61,25.82,76.30,77.80,76.30,17.94,25.36,25.87,7.87,29.0,402.0,27.26,9.31,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:24:00,25.56,25.34,25.56,75.80,77.40,75.80,17.79,24.62,25.31,7.93,29.0,401.0,26.75,9.26,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:25:00,25.40,25.13,25.40,75.50,77.20,75.50,17.66,23.97,24.80,7.93,29.0,401.0,26.19,9.26,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:26:00,25.58,25.19,25.58,75.10,76.80,75.10,17.69,23.53,24.39,8.17,29.0,400.0,25.63,9.23,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:27:00,25.96,25.47,25.96,73.90,75.90,73.90,17.51,23.18,23.97,8.74,30.0,401.0,25.05,9.17,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:28:00,26.32,25.75,26.32,72.70,75.00,72.70,17.35,22.84,23.49,9.34,30.0,400.0,24.49,9.16,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:29:00,26.62,25.97,26.62,72.20,74.60,72.20,17.36,22.52,23.13,9.70,30.0,399.0,23.94,9.16,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:30:00,26.63,25.99,26.63,72.40,75.10,72.40,17.40,22.21,22.79,9.62,30.0,399.0,23.46,9.16,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:31:00,26.39,25.79,26.39,73.20,75.80,73.20,17.36,21.91,22.49,9.23,30.0,400.0,23.04,9.16,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:32:00,26.06,25.51,26.06,73.80,76.40,73.80,17.31,21.67,22.23,8.83,30.0,400.0,22.67,9.16,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:33:00,25.77,25.23,25.77,74.30,76.90,74.30,17.26,21.47,22.00,8.51,30.0,398.0,22.35,9.16,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:34:00,25.48,24.95,25.48,74.10,76.70,74.10,17.21,21.29,21.82,8.43,30.0,398.0,22.09,9.20,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:35:00,25.33,24.75,25.33,72.50,75.10,72.50,17.27,21.20,21.77,8.88,30.0,400.0,21.91,9.30,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:36:00,25.46,24.81,25.46,69.10,71.90,69.10,17.35,21.22,21.82,10.07,30.0,400.0,21.81,9.40,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:37:00,25.71,24.96,25.71,66.00,68.90,66.00,17.36,21.35,21.95,11.22,30.0,400.0,21.74,9.46,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:38:00,25.95,25.13,25.95,66.10,69.10,66.10,17.41,21.46,22.06,11.35,30.0,399.0,21.71,9.46,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:39:00,26.26,25.38,26.26,68.40,71.50,68.40,17.59,21.58,22.16,10.79,30.0,398.0,21.71,9.46,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:40:00,26.56,25.65,26.56,69.00,72.30,69.00,17.87,21.72,22.31,10.76,30.0,398.0,21.75,9.76,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:41:00,26.60,25.72,26.60,67.70,71.10,67.70,18.36,21.98,22.47,11.25,30.0,398.0,21.84,10.44,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:42:00,26.27,25.47,26.27,67.00,70.50,67.00,18.69,22.36,22.58,11.26,30.0,398.0,21.96,11.11,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:43:00,25.79,25.08,25.79,67.30,70.60,67.30,19.01,22.76,22.66,10.85,30.0,398.0,22.09,11.76,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:44:00,25.32,24.69,25.32,67.90,71.10,67.90,19.32,23.14,22.75,10.35,29.0,398.0,22.20,12.42,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:45:00,25.25,24.59,25.25,68.30,71.30,68.30,19.72,23.58,22.93,10.19,30.0,398.0,22.29,13.12,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:46:00,25.57,24.84,25.57,68.00,71.00,68.00,20.12,24.05,23.15,10.48,29.0,397.0,22.36,13.82,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:47:00,25.92,25.14,25.92,67.60,70.70,67.60,20.51,24.50,23.32,10.83,29.0,397.0,22.36,14.55,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:48:00,26.21,25.42,26.21,67.30,70.50,67.30,20.87,24.91,23.49,11.13,29.0,396.0,22.36,15.24,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:49:00,26.45,25.67,26.45,67.10,70.30,67.10,21.20,25.29,23.64,11.36,29.0,395.0,22.35,15.85,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:50:00,26.56,25.80,26.56,67.50,70.70,67.50,21.46,25.60,23.74,11.28,29.0,395.0,22.29,16.41,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:51:00,26.44,25.76,26.44,70.30,73.40,70.30,21.75,25.85,23.80,10.25,29.0,394.0,22.21,16.90,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:52:00,26.24,25.64,26.24,72.80,75.80,72.80,22.03,26.08,23.87,9.28,29.0,394.0,22.12,17.31,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:53:00,25.92,25.40,25.92,66.10,69.20,66.10,21.98,26.27,23.87,11.33,29.0,396.0,22.03,17.64,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:54:00,25.49,25.03,25.49,67.10,69.50,67.10,21.86,26.40,23.87,10.72,29.0,396.0,21.95,17.91,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:55:00,25.34,24.87,25.34,71.60,74.30,71.60,22.16,26.62,23.96,9.16,29.0,394.0,21.88,18.14,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:56:00,25.45,24.96,25.45,63.90,66.50,63.90,22.12,26.85,24.05,11.75,29.0,396.0,21.81,18.33,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:57:00,25.63,25.10,25.63,67.30,69.70,67.30,22.23,27.07,24.17,10.74,29.0,395.0,21.76,18.49,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:58:00,25.98,25.41,25.98,72.40,74.90,72.40,22.67,27.32,24.33,9.26,29.0,392.0,21.71,18.62,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 12:59:00,26.28,25.72,26.28,68.70,71.70,68.70,22.90,27.54,24.45,10.70,29.0,393.0,21.66,18.74,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:00:00,26.36,25.81,26.36,65.70,68.20,65.70,22.83,27.71,24.52,11.77,29.0,393.0,21.66,18.84,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:01:00,26.48,25.95,26.48,71.30,73.60,71.30,23.14,27.90,24.64,9.94,29.0,392.0,21.61,18.94,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:02:00,26.67,26.16,26.67,73.40,76.10,73.40,23.46,28.09,24.76,9.29,29.0,390.0,21.61,19.06,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:03:00,26.46,26.03,26.46,65.20,67.80,65.20,23.29,28.18,24.76,12.03,29.0,393.0,21.61,19.18,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:04:00,26.00,25.64,26.00,70.10,72.10,70.10,23.26,28.20,24.72,10.07,29.0,393.0,21.61,19.31,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:05:00,25.63,25.33,25.63,71.80,74.30,71.80,23.38,28.24,24.72,9.28,29.0,391.0,21.61,19.43,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:06:00,25.22,24.95,25.22,64.00,66.10,64.00,23.17,28.26,24.67,11.54,29.0,394.0,21.61,19.55,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:07:00,25.21,24.88,25.21,70.30,72.10,70.30,23.32,28.40,24.73,9.52,29.0,392.0,21.64,19.66,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:08:00,25.62,25.23,25.62,70.00,72.30,70.00,23.59,28.59,24.88,9.88,29.0,391.0,21.66,19.77,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:09:00,25.95,25.51,25.95,64.30,66.40,64.30,23.61,28.73,24.97,11.95,29.0,393.0,21.71,19.89,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:10:00,26.33,25.84,26.33,69.50,71.70,69.50,23.80,28.90,25.13,10.43,29.0,391.0,21.75,20.01,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:11:00,26.75,26.26,26.75,74.10,76.20,74.10,24.09,29.07,25.29,9.09,29.0,389.0,21.79,20.16,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:12:00,26.83,26.40,26.83,69.30,72.10,69.30,24.16,29.14,25.32,10.83,29.0,391.0,21.83,20.30,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:13:00,26.40,26.07,26.40,67.30,69.30,67.30,24.01,29.14,25.30,11.26,29.0,391.0,21.86,20.43,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:14:00,25.99,25.73,25.99,73.40,75.30,73.40,24.03,29.14,25.27,8.93,29.0,389.0,21.91,20.56,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:15:00,25.60,25.39,25.60,67.00,69.40,67.00,23.98,29.14,25.25,10.83,29.0,392.0,21.94,20.67,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:16:00,25.17,24.99,25.17,67.10,68.60,67.10,23.87,29.10,25.18,10.52,29.0,393.0,21.98,20.78,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:17:00,25.32,25.06,25.32,72.40,74.10,72.40,24.05,29.20,25.30,8.92,29.0,390.0,22.03,20.88,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:18:00,25.63,25.31,25.63,64.90,66.90,64.90,24.10,29.29,25.38,11.54,29.0,392.0,22.07,20.97,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:19:00,25.90,25.53,25.90,68.20,69.90,68.20,24.21,29.38,25.48,10.63,29.0,390.0,22.13,21.05,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:20:00,26.33,25.91,26.33,73.40,75.20,73.40,24.43,29.50,25.63,9.12,29.0,388.0,22.19,21.14,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:21:00,26.70,26.27,26.70,70.00,72.50,70.00,24.58,29.62,25.72,10.50,29.0,388.0,22.23,21.20,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:22:00,26.54,26.17,26.54,66.40,68.40,66.40,24.51,29.63,25.72,11.65,29.0,391.0,22.28,21.26,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:23:00,26.19,25.90,26.19,72.50,74.30,72.50,24.50,29.59,25.72,9.33,29.0,388.0,22.32,21.32,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:24:00,25.87,25.65,25.87,70.70,73.10,70.70,24.49,29.58,25.70,9.77,29.0,389.0,22.36,21.37,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:25:00,25.36,25.21,25.36,65.70,67.10,65.70,24.37,29.50,25.63,11.12,29.0,392.0,22.39,21.42,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:26:00,25.23,25.05,25.23,72.40,73.70,72.40,24.47,29.51,25.66,8.86,29.0,388.0,22.42,21.47,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:27:00,25.52,25.27,25.52,66.60,68.30,66.60,24.60,29.58,25.75,10.91,29.0,390.0,22.46,21.51,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:28:00,25.78,25.47,25.78,66.40,67.80,66.40,24.66,29.65,25.83,11.15,29.0,390.0,22.49,21.56,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:29:00,26.16,25.81,26.16,72.00,73.60,72.00,24.84,29.74,25.95,9.48,29.0,387.0,22.53,21.61,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:30:00,26.59,26.21,26.59,73.10,75.20,73.10,25.01,29.85,26.08,9.36,29.0,386.0,22.56,21.65,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:31:00,26.62,26.27,26.62,64.80,66.80,64.80,25.02,29.89,26.11,12.27,29.0,389.0,22.61,21.68,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:32:00,26.29,26.02,26.29,69.90,71.50,69.90,25.00,29.84,26.07,10.28,29.0,388.0,22.64,21.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:33:00,25.97,25.77,25.97,73.90,75.70,73.90,25.00,29.81,26.06,8.75,29.0,386.0,22.66,21.77,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:34:00,25.55,25.43,25.55,65.10,67.10,65.10,24.90,29.75,25.99,11.40,29.0,389.0,22.70,21.81,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:35:00,25.25,25.11,25.25,69.80,70.90,69.80,24.92,29.70,25.98,9.70,29.0,389.0,22.71,21.86,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:36:00,25.54,25.33,25.54,72.00,73.50,72.00,25.12,29.79,26.09,9.17,29.0,386.0,22.76,21.89,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:37:00,25.88,25.60,25.88,64.70,66.30,64.70,25.17,29.85,26.17,11.76,29.0,388.0,22.76,21.92,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:38:00,26.21,25.89,26.21,69.10,70.50,69.10,25.32,29.92,26.28,10.51,29.0,386.0,22.79,21.96,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:39:00,26.64,26.29,26.64,73.70,75.30,73.70,25.52,30.04,26.42,9.16,29.0,385.0,22.81,22.01,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:40:00,26.91,26.59,26.91,72.30,74.40,72.30,25.60,30.09,26.47,9.83,29.0,385.0,22.85,22.06,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:41:00,26.60,26.37,26.60,65.90,67.60,65.90,25.52,30.06,26.44,11.88,29.0,387.0,22.86,22.10,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:42:00,26.15,26.01,26.15,71.90,73.20,71.90,25.50,30.00,26.39,9.53,29.0,385.0,22.89,22.15,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:43:00,25.83,25.73,25.83,72.30,74.00,72.30,25.50,29.97,26.36,9.21,29.0,385.0,22.91,22.19,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:44:00,25.37,25.32,25.37,65.20,66.50,65.20,25.41,29.90,26.28,11.28,29.0,388.0,22.91,22.23,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:45:00,25.25,25.16,25.25,71.50,72.40,71.50,25.51,29.89,26.31,9.16,29.0,386.0,22.96,22.29,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:46:00,25.63,25.46,25.63,70.30,71.70,70.30,25.67,29.95,26.41,9.77,29.0,385.0,22.96,22.33,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:47:00,25.94,25.72,25.94,65.10,66.60,65.10,25.73,30.00,26.49,11.67,29.0,387.0,22.96,22.37,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:48:00,26.33,26.05,26.33,69.90,71.20,69.90,25.89,30.09,26.61,10.30,29.0,385.0,22.99,22.42,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:49:00,26.79,26.49,26.79,74.40,75.70,74.40,26.06,30.21,26.73,9.02,29.0,383.0,23.01,22.46,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:50:00,26.94,26.68,26.94,71.10,73.20,71.10,26.08,30.24,26.76,10.26,29.0,384.0,23.01,22.51,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:51:00,26.56,26.37,26.56,66.80,68.20,66.80,25.98,30.19,26.69,11.54,29.0,386.0,23.01,22.54,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:52:00,26.15,26.02,26.15,72.90,74.20,72.90,25.95,30.13,26.65,9.19,29.0,384.0,23.03,22.56,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:53:00,25.85,25.76,25.85,72.90,74.60,72.90,25.87,30.07,26.62,9.01,29.0,384.0,23.40,21.92,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:54:00,25.41,25.38,25.41,67.20,68.50,67.20,25.57,29.92,26.74,10.65,29.0,386.0,24.01,17.95,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:55:00,25.18,25.12,25.18,69.70,70.80,69.70,25.19,29.74,27.14,9.70,29.0,385.0,24.91,14.29,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:56:00,25.44,25.30,25.44,72.30,73.40,72.30,23.78,29.55,27.49,9.01,29.0,384.0,25.95,12.48,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:57:00,25.86,25.64,25.86,73.60,74.80,73.60,21.42,29.30,27.69,8.80,29.0,382.0,26.86,11.44,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:58:00,26.29,26.01,26.29,74.20,75.60,74.20,19.98,28.98,27.78,8.81,29.0,382.0,27.47,10.79,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 13:59:00,26.65,26.35,26.65,75.10,76.50,75.10,19.36,28.50,27.76,8.71,29.0,381.0,27.82,10.34,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:00:00,26.78,26.49,26.78,75.90,77.50,75.90,18.97,27.80,27.49,8.47,29.0,380.0,27.95,10.06,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:01:00,26.65,26.39,26.65,76.70,78.30,76.70,18.75,27.02,27.09,8.13,29.0,379.0,27.89,9.91,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:02:00,26.41,26.18,26.41,76.80,78.40,76.80,18.61,26.22,26.61,7.97,29.0,380.0,27.64,9.84,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:03:00,26.14,25.92,26.14,76.60,78.10,76.60,18.46,25.50,26.07,7.95,29.0,381.0,27.30,9.78,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:04:00,25.89,25.64,25.89,76.20,77.80,76.20,18.28,24.84,25.55,7.94,29.0,380.0,26.86,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:05:00,25.64,25.37,25.64,75.90,77.60,75.90,18.09,24.22,25.05,7.94,30.0,380.0,26.36,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:06:00,25.42,25.11,25.42,75.60,77.50,75.60,17.90,23.69,24.57,7.91,30.0,381.0,25.85,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:07:00,25.43,25.05,25.43,75.30,77.20,75.30,17.85,23.31,24.18,8.03,30.0,379.0,25.35,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:08:00,25.70,25.22,25.70,74.50,76.50,74.50,17.87,23.03,23.86,8.41,30.0,380.0,24.86,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:09:00,26.02,25.46,26.02,73.80,76.00,73.80,17.93,22.81,23.61,8.82,30.0,379.0,24.42,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:10:00,26.31,25.70,26.31,73.20,75.60,73.20,17.94,22.64,23.41,9.17,30.0,379.0,24.00,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:11:00,26.57,25.91,26.57,72.80,75.30,72.80,17.97,22.50,23.21,9.46,30.0,378.0,23.66,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:12:00,26.62,25.96,26.62,72.80,75.50,72.80,17.97,22.33,22.98,9.47,30.0,378.0,23.36,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:13:00,26.43,25.80,26.43,73.40,76.00,73.40,17.89,22.12,22.76,9.18,30.0,378.0,23.09,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:14:00,26.12,25.54,26.12,74.00,76.60,74.00,17.76,21.94,22.55,8.80,30.0,377.0,22.84,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:15:00,25.81,25.26,25.81,74.40,77.00,74.40,17.71,21.78,22.36,8.49,30.0,378.0,22.61,9.73,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:16:00,25.51,24.98,25.51,74.40,76.90,74.40,17.65,21.62,22.18,8.36,30.0,378.0,22.42,9.76,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:17:00,25.31,24.76,25.31,73.10,75.70,73.10,17.64,21.54,22.10,8.69,30.0,378.0,22.26,9.82,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:18:00,25.42,24.78,25.42,70.00,72.70,70.00,17.67,21.56,22.14,9.75,30.0,379.0,22.15,9.91,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:19:00,25.67,24.94,25.67,66.60,69.50,66.60,17.67,21.68,22.27,11.00,30.0,379.0,22.09,9.98,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:20:00,25.89,25.10,25.89,65.30,68.30,65.30,17.68,21.83,22.41,11.59,30.0,378.0,22.06,9.98,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:21:00,26.13,25.28,26.13,66.80,69.90,66.80,17.80,21.96,22.55,11.23,30.0,378.0,22.06,9.98,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:22:00,26.41,25.50,26.41,68.00,71.30,68.00,18.00,22.11,22.70,11.02,30.0,377.0,22.09,10.17,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:23:00,26.54,25.63,26.54,66.40,69.90,66.40,18.48,22.38,22.84,11.65,30.0,377.0,22.18,10.80,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:24:00,26.35,25.51,26.35,66.70,70.10,66.70,18.82,22.75,22.96,11.41,30.0,378.0,22.28,11.39,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:25:00,26.08,25.30,26.08,69.20,72.60,69.20,19.33,23.16,23.07,10.39,30.0,376.0,22.38,11.96,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:26:00,25.80,25.07,25.80,68.00,71.40,68.00,19.66,23.55,23.15,10.60,30.0,377.0,22.48,12.56,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:27:00,25.46,24.79,25.46,66.30,69.50,66.30,19.81,23.88,23.21,10.97,30.0,377.0,22.56,13.20,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:28:00,25.26,24.60,25.26,65.80,68.80,65.80,20.06,24.25,23.31,11.00,30.0,377.0,22.61,13.86,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:29:00,25.40,24.69,25.40,65.30,68.30,65.30,20.37,24.65,23.46,11.26,30.0,376.0,22.65,14.57,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 14:30:00,25.64,24.90,25.64,65.00,68.00,65.00,20.66,25.03,23.60,11.53,30.0,376.0,22.65,15.26,0.0,2918.0,26.0,10.08,10.0,400.0
